エラチオールベゴニア,904,せり・入札,680,80,317,0,0,283,200903
エラチオールベゴニア,0,相対,224,36,166,0,0,22,200903
センパフローレンス,336,せり・入札,216,0,0,0,0,216,200903
センパフローレンス,0,相対,120,0,0,0,48,72,200903
ゼラニューム,429,せり・入札,339,0,0,0,0,339,200903
ゼラニューム,0,相対,90,0,18,0,0,72,200903
りんどう,2537,せり・入札,1647,458,545,0,120,524,200903
りんどう,0,相対,890,99,646,0,0,145,200903
カランコエ,2244,せり・入札,1507,272,619,0,172,444,200903
カランコエ,0,相対,677,51,344,0,40,242,200903
カランコエ,0,第三者等,60,0,0,0,60,0,200903
シャコバサボテン,818,せり・入札,523,100,331,0,0,92,200903
シャコバサボテン,0,相対,295,0,279,0,8,8,200903
アザレア,246,せり・入札,106,0,66,0,40,0,200903
アザレア,0,相対,140,0,132,0,8,0,200903
デンファレ,382,せり・入札,75,0,75,0,0,0,200903
デンファレ,0,相対,307,0,305,0,0,2,200903
ファレノプシス,2324,せり・入札,915,54,601,0,29,231,200903
ファレノプシス,0,相対,1397,149,726,0,24,498,200903
ファレノプシス,0,第三者等,8,8,0,0,0,0,200903
ファレノプシス,0,商物分離,4,0,4,0,0,0,200903
スパティフィラム,198,せり・入札,87,5,82,0,0,0,200903
スパティフィラム,0,相対,94,11,70,0,0,13,200903
スパティフィラム,0,第三者等,17,0,17,0,0,0,200903
フィロデンドロン,439,せり・入札,191,6,167,0,0,18,200903
フィロデンドロン,0,相対,248,0,64,0,0,184,200903
ポトス,1109,せり・入札,438,153,118,0,40,127,200903
ポトス,0,相対,655,8,589,0,0,58,200903
ポトス,0,第三者等,16,8,0,0,8,0,200903
アジアンタム,186,せり・入札,56,8,48,0,0,0,200903
アジアンタム,0,相対,130,0,82,0,0,48,200903
ネフロレピス,113,せり・入札,64,0,34,0,0,30,200903
ネフロレピス,0,相対,49,0,45,0,0,4,200903
アロエ,259,せり・入札,96,32,24,0,40,0,200903
アロエ,0,相対,163,0,119,0,0,44,200903
マッサンゲアーナ,133,せり・入札,16,0,13,0,0,3,200903
マッサンゲアーナ,0,相対,116,0,82,0,0,34,200903
マッサンゲアーナ,0,第三者等,1,0,0,0,1,0,200903
ベンジャミン,231,せり・入札,89,11,73,0,0,5,200903
ベンジャミン,0,相対,142,11,126,0,0,5,200903
その他の鉢物,99194,せり・入札,47570,2394,14986,0,2956,27234,200903
その他の鉢物,0,相対,49118,933,24342,0,428,23415,200903
その他の鉢物,0,第三者等,2448,86,34,0,2328,0,200903
その他の鉢物,0,商物分離,58,0,58,0,0,0,200903
その他の苗物,95053,せり・入札,43541,7259,29877,0,4372,2033,200903
その他の苗物,0,相対,48780,2548,44758,0,692,782,200903
その他の苗物,0,第三者等,2692,48,168,0,2476,0,200903
その他の苗物,0,商物分離,40,0,40,0,0,0,200903
その他の花き,2926,せり・入札,861,0,861,0,0,0,200903
その他の花き,0,相対,2065,304,1737,0,0,24,200903
輪菊(白),7500,せり・入札,2790,1150,1540,100,0,0,200904
輪菊(白),0,相対,4410,1300,2080,690,340,0,200904
輪菊(白),0,第三者等,300,300,0,0,0,0,200904
輪菊(白)岩の白扇,24160,せり・入札,720,0,240,0,480,0,200904
輪菊(白)岩の白扇,0,相対,23440,0,19220,680,2000,1540,200904
輪菊(白)精の一世,280350,せり・入札,5730,400,2980,1040,500,810,200904
輪菊(白)精の一世,0,相対,262400,39290,142050,36720,28060,16280,200904
輪菊(白)精の一世,0,第三者等,12220,11420,0,0,800,0,200904
輪菊(黄),192203,せり・入札,33830,8420,22410,620,1600,780,200904
輪菊(黄),0,相対,153060,28000,89980,14790,14700,5590,200904
輪菊(黄),0,第三者等,5313,5313,0,0,0,0,200904
輪菊(赤),19860,せり・入札,3180,1360,1700,0,0,120,200904
輪菊(赤),0,相対,16360,3700,9500,1570,1590,0,200904
輪菊(赤),0,第三者等,320,320,0,0,0,0,200904
スプレー菊(白),101920,せり・入札,3580,0,3580,0,0,0,200904
スプレー菊(白),0,相対,96040,10500,58500,11360,6920,8760,200904
スプレー菊(白),0,第三者等,2300,2300,0,0,0,0,200904
スプレー菊(黄),63980,せり・入札,4140,160,3340,120,320,200,200904
スプレー菊(黄),0,相対,57660,6970,28810,10420,6340,5120,200904
スプレー菊(黄),0,第三者等,2180,2180,0,0,0,0,200904
スプレー菊(ピ),78760,せり・入札,5720,400,3600,820,740,160,200904
